"id","name","longitude","latitude","lg_name","admin0_name","admin0_grid_id","admin1_grid_id","admin2_grid_id","admin3_grid_id","admin4_grid_id","admin5_grid_id","population","JPScale","LeastReached","PrimaryLanguageName","PrimaryReligion","PercentAdherents","PercentEvangelical","PeopleCluster","AffinityBloc","pg_unique_key"
16909,"Italian",-56.1558,-34.8573,"n.a354","Uruguay",100363975,100363985,100364101,NULL,NULL,NULL,79000,3,"N","Italian","Christianity",82.000,1.100,"Italian","Eurasian Peoples","UY_12273_104096"
16910,"Jew, Spanish-speaking",-56.1507,-34.8759,"n.a354","Uruguay",100363975,100363985,100364101,NULL,NULL,NULL,17000,1,"Y","Spanish","Ethnic Religions",0.000,0.000,"Jews","Jews","UY_15080_109538"
16911,"Mennonites",-57.455,-32.8563,"n.a84","Uruguay",100363975,100363987,100364124,NULL,NULL,NULL,2000,5,"N","Plautdietsch","Christianity",95.000,40.000,"Germanic","Eurasian Peoples","UY_13677_106548"
16912,"Polish",-56.1558,-34.8461,"n.a354","Uruguay",100363975,100363985,100364101,NULL,NULL,NULL,3500,3,"N","Polish","Christianity",90.000,0.300,"Slav, Western","Eurasian Peoples","UY_14431_108096"
16913,"Russian",-56.1346,-34.8585,"n.a354","Uruguay",100363975,100363985,100364101,NULL,NULL,NULL,14000,3,"N","Russian","Christianity",73.000,1.200,"Slav, Eastern","Eurasian Peoples","UY_14598_108452"
16914,"Serb",-56.1303,-34.8713,"n.a354","Uruguay",100363975,100363985,100364101,NULL,NULL,NULL,5200,3,"N","Serbian","Christianity",80.000,0.600,"Slav, Southern","Eurasian Peoples","UY_14864_108856"
16915,"Slovak",-56.1407,-34.8805,"n.a354","Uruguay",100363975,100363985,100364101,NULL,NULL,NULL,3500,3,"N","Slovak","Christianity",93.000,1.200,"Slav, Western","Eurasian Peoples","UY_14962_109354"
16916,"Spaniard",-55.749,-32.8928,"n.a71","Uruguay",100363975,100363980,100364049,NULL,NULL,NULL,31000,3,"N","Spanish","Christianity",77.000,1.000,"Spanish","Eurasian Peoples","UY_15077_109534"
16917,"Ukrainian",-56.1467,-34.8897,"n.a354","Uruguay",100363975,100363985,100364101,NULL,NULL,NULL,2200,4,"N","Ukrainian","Christianity",79.000,3.800,"Slav, Eastern","Eurasian Peoples","UY_15696_110376"
16918,"Uruguayan, Mestizo",-56.1626,-34.8894,"n.a354","Uruguay",100363975,100363985,100364101,NULL,NULL,NULL,86000,4,"N","Spanish","Christianity",65.000,6.200,"Hispanic","Latin-Caribbean Americans","UY_20288_115834"
16919,"Uruguayan, White",-56.1697,-34.8548,"n.a354","Uruguay",100363975,100363985,100364101,NULL,NULL,NULL,2603000,4,"N","Spanish","Christianity",65.000,8.009,"Hispanic","Latin-Caribbean Americans","UY_15739_110441"
16920,"Zambo, Mulatto",-56.1393,-34.9041,"n.a354","Uruguay",100363975,100363985,100364101,NULL,NULL,NULL,248000,4,"N","Spanish","Christianity",60.000,6.000,"Afro-American, Hispanic","Latin-Caribbean Americans","UY_16083_111140"
16921,"Arab, Uzbeki",65.3864,40.2612,"Navbahor","Uzbekistan",100367399,100367408,100367517,NULL,NULL,NULL,1100,1,"Y","Arabic, Uzbeki Spoken","Islam",0.600,0.500,"Arab World, general","Arab World","UZ_15757_110474"
16922,"Armenian",69.2461,41.3322,"Tashkent City","Uzbekistan",100367399,100367413,100367574,NULL,NULL,NULL,66000,4,"N","Armenian, Western","Christianity",94.000,8.700,"Armenian","Eurasian Peoples","UZ_10429_100516"
16923,"Avar",59.6301,42.3964,"Xo‘jayli","Uzbekistan",100367399,100367404,100367480,NULL,NULL,NULL,1300,1,"Y","Avar","Islam",0.000,0.000,"Caucasus","Eurasian Peoples","UZ_10495_100633"
16924,"Azerbaijani",69.2163,41.3602,"Toshkent","Uzbekistan",100367399,100367412,100367570,NULL,NULL,NULL,60000,1,"Y","Azerbaijani, North","Islam",0.100,0.020,"Azerbaijani","Turkic Peoples","UZ_10528_100675"
16925,"Balkar",69.206,41.3297,"Tashkent City","Uzbekistan",100367399,100367413,100367574,NULL,NULL,NULL,800,1,"Y","Karachay-Balkar","Islam",0.000,0.000,"Caucasus","Eurasian Peoples","UZ_10608_100852"
16926,"Bashkir",69.2204,41.3866,"Toshkent","Uzbekistan",100367399,100367412,100367570,NULL,NULL,NULL,47000,1,"Y","Bashkort","Islam",4.000,0.500,"Ural-Siberian","Turkic Peoples","UZ_10705_101100"
16927,"Belarusian",69.288,41.3559,"Toshkent","Uzbekistan",100367399,100367412,100367570,NULL,NULL,NULL,21000,3,"N","Belarusian","Christianity",70.000,1.300,"Slav, Eastern","Eurasian Peoples","UZ_11065_101833"
16928,"Bulgarian",69.3371,41.3543,"Toshkent","Uzbekistan",100367399,100367412,100367570,NULL,NULL,NULL,2300,3,"N","Bulgarian","Christianity",80.000,1.900,"Slav, Southern","Eurasian Peoples","UZ_10998_101722"
16929,"Buriat, Russian",69.168,41.3183,"Tashkent City","Uzbekistan",100367399,100367413,100367574,NULL,NULL,NULL,1100,2,"N","Buriat, Russia","Buddhism",7.000,0.500,"Mongolian","East Asian Peoples","UZ_19320_115059"
16930,"Chechen",59.6054,42.4942,"Xo‘jayli","Uzbekistan",100367399,100367404,100367480,NULL,NULL,NULL,1700,1,"Y","Chechen","Islam",0.000,0.000,"Caucasus","Eurasian Peoples","UZ_11317_102059"
16931,"Chuvash",69.2407,41.299,"Tashkent City","Uzbekistan",100367399,100367413,100367574,NULL,NULL,NULL,14000,2,"N","Chuvash","Christianity",38.000,1.000,"Ural-Siberian","Turkic Peoples","UZ_11382_102226"
16932,"Dargin",59.5619,42.3399,"Xo‘jayli","Uzbekistan",100367399,100367404,100367480,NULL,NULL,NULL,2700,1,"Y","Dargwa","Islam",0.000,0.000,"Caucasus","Eurasian Peoples","UZ_11505_102454"
16933,"Deaf",69.3292,41.2466,"Tashkent City","Uzbekistan",100367399,100367413,100367574,NULL,NULL,NULL,167000,1,"Y","Language unknown","Islam",0.750,0,"Deaf","Deaf","UZ_19007_114916"
16934,"Dungan",69.3855,41.354,"Toshkent","Uzbekistan",100367399,100367412,100367570,NULL,NULL,NULL,1800,1,"Y","Dungan","Islam",0.000,0.000,"Hui, Dungan","East Asian Peoples","UZ_12145_103902"
16935,"Estonian",69.2187,41.3149,"Tashkent City","Uzbekistan",100367399,100367413,100367574,NULL,NULL,NULL,1400,4,"N","Estonian, Standard","Non-Religious",45.000,4.900,"Finno-Ugric","Eurasian Peoples","UZ_11157_102954"
16936,"Georgian",59.6349,42.4438,"Xo‘jayli","Uzbekistan",100367399,100367404,100367480,NULL,NULL,NULL,6300,3,"N","Georgian","Christianity",79.000,1.500,"Caucasus","Eurasian Peoples","UZ_11865_103298"
16937,"German",69.2652,41.2959,"Tashkent City","Uzbekistan",100367399,100367413,100367574,NULL,NULL,NULL,17000,3,"N","German, Standard","Christianity",75.000,1.500,"Germanic","Eurasian Peoples","UZ_11871_103305"
16938,"Greek",69.1839,41.2404,"Tashkent City","Uzbekistan",100367399,100367413,100367574,NULL,NULL,NULL,5300,3,"N","Greek","Christianity",91.000,0.400,"Greek","Eurasian Peoples","UZ_11942_103480"
16939,"Han Chinese, Mandarin",69.2531,41.3708,"Toshkent","Uzbekistan",100367399,100367412,100367570,NULL,NULL,NULL,1300,4,"N","Chinese, Mandarin","Non-Religious",8.000,5.700,"Chinese","East Asian Peoples","UZ_12051_103686"
16940,"Ingush",59.4751,42.6429,"Nukus","Uzbekistan",100367399,100367404,100367473,NULL,NULL,NULL,800,1,"Y","Ingush","Islam",0.000,0.000,"Caucasus","Eurasian Peoples","UZ_12231_104033"
16941,"Jew, Bukharic-speaking",64.4057,39.781,"Buxoro","Uzbekistan",100367399,100367401,100367428,NULL,NULL,NULL,3800,1,"Y","Bukharic","Ethnic Religions",0.000,0.000,"Jews","Jews","UZ_12348_104244"
16942,"Kabardian",59.5359,42.5947,"Nukus","Uzbekistan",100367399,100367404,100367473,NULL,NULL,NULL,1500,2,"N","Kabardian","Islam",8.000,1.000,"Caucasus","Eurasian Peoples","UZ_11675_102815"
16943,"Kalmyk-Oirat",72.348,40.7582,"Andijon","Uzbekistan",100367399,100367400,100367414,NULL,NULL,NULL,900,1,"Y","Kalmyk-Oirat","Buddhism",1.000,0.000,"Mongolian","East Asian Peoples","UZ_14129_107607"
16944,"Karakalpak",59.8353,43.0552,"Chimboy","Uzbekistan",100367399,100367404,100367469,NULL,NULL,NULL,731000,1,"Y","Karakalpak","Islam",0.000,0.000,"Kazakh","Turkic Peoples","UZ_12526_104638"
16945,"Kazakh",60.4771,43.0917,"Qorao‘zak","Uzbekistan",100367399,100367404,100367476,NULL,NULL,NULL,828000,1,"Y","Kazakh","Islam",0.200,0.150,"Kazakh","Turkic Peoples","UZ_12599_104791"
16946,"Khemshin",69.239,41.2759,"Tashkent City","Uzbekistan",100367399,100367413,100367574,NULL,NULL,NULL,1700,2,"N","Armenian","Islam",8.000,0.500,"Armenian","Eurasian Peoples","UZ_12657_104935"
16947,"Komi-Permyat",69.2084,41.264,"Tashkent City","Uzbekistan",100367399,100367413,100367574,NULL,NULL,NULL,1100,2,"N","Komi-Permyak","Christianity",42.000,1.000,"Finno-Ugric","Eurasian Peoples","UZ_12764_105152"
16948,"Korean",69.2321,40.9909,"O‘rtachirchiq","Uzbekistan",100367399,100367412,100367563,NULL,NULL,NULL,182000,5,"N","Korean","Christianity",32.000,16.800,"Korean","East Asian Peoples","UZ_12795_105225"
16949,"Kumyk",59.4573,42.4021,"Xo‘jayli","Uzbekistan",100367399,100367404,100367480,NULL,NULL,NULL,1200,1,"Y","Kumyk","Islam",0.000,0.000,"Altaic","Turkic Peoples","UZ_12848_105403"
16950,"Kurd, Kurmanji",59.5808,42.3538,"Xo‘jayli","Uzbekistan",100367399,100367404,100367480,NULL,NULL,NULL,3100,1,"Y","Kurdish, Northern","Islam",0.200,0.100,"Kurd","Persian-Median","UZ_12877_105458"
16951,"Kyrgyz",71.6802,40.9884,"Namangan","Uzbekistan",100367399,100367407,100367508,NULL,NULL,NULL,511000,1,"Y","Kyrgyz","Islam",0.300,0.100,"Kyrgyz","Turkic Peoples","UZ_12933_105550"
16952,"Lak",59.4741,42.4165,"Xo‘jayli","Uzbekistan",100367399,100367404,100367480,NULL,NULL,NULL,3800,1,"Y","Lak","Islam",0.000,0.000,"Caucasus","Eurasian Peoples","UZ_12952_105583"
16953,"Latvian",69.2936,41.3074,"Tashkent City","Uzbekistan",100367399,100367413,100367574,NULL,NULL,NULL,1800,4,"N","Latvian, Standard","Christianity",62.000,7.000,"Baltic","Eurasian Peoples","UZ_13007_105674"
16954,"Lezgin",59.5756,42.454,"Xo‘jayli","Uzbekistan",100367399,100367404,100367480,NULL,NULL,NULL,4100,1,"Y","Lezgi","Islam",0.000,0.000,"Caucasus","Eurasian Peoples","UZ_13049_105742"
16955,"Lithuanian",69.2697,41.3379,"Toshkent","Uzbekistan",100367399,100367412,100367570,NULL,NULL,NULL,2200,3,"N","Lithuanian","Christianity",85.000,1.100,"Baltic","Eurasian Peoples","UZ_13077_105803"
16956,"Lyuli",72.1259,40.6201,"Asaka","Uzbekistan",100367399,100367400,100367415,NULL,NULL,NULL,12000,1,"Y","Tajik","Islam",0.000,0.000,"Romani","Eurasian Peoples","UZ_21363_118183"
16957,"Moldavian",69.2542,41.3135,"Tashkent City","Uzbekistan",100367399,100367413,100367574,NULL,NULL,NULL,8100,4,"N","Romanian","Christianity",73.000,3.700,"Romanian","Eurasian Peoples","UZ_13775_106730"
16958,"Mordvinian",69.2072,41.3332,"Tashkent City","Uzbekistan",100367399,100367413,100367574,NULL,NULL,NULL,16000,3,"N","Erzya","Christianity",55.000,1.000,"Finno-Ugric","Eurasian Peoples","UZ_13809_106791"
16959,"Ossetic",69.287,41.3379,"Toshkent","Uzbekistan",100367399,100367412,100367570,NULL,NULL,NULL,7800,2,"N","Ossetic","Christianity",40.000,1.000,"Caucasus","Eurasian Peoples","UZ_14229_107699"
16960,"Parsee",69.2274,41.2906,"Tashkent City","Uzbekistan",100367399,100367413,100367574,NULL,NULL,NULL,2400,1,"Y","Parsi","Other / Small",0.000,0.000,"South Asia - other","South Asian Peoples","UZ_14322_107901"
16961,"Parya",67.6709,38.1126,"Oltinsoy","Uzbekistan",100367399,100367411,100367551,NULL,NULL,NULL,1200,1,"Y","Parya","Islam",0.000,0.000,"Tajik","Persian-Median","UZ_14324_107906"
16962,"Pashtun, Northern",67.277,37.2303,"Termiz","Uzbekistan",100367399,100367411,100367557,NULL,NULL,NULL,2800,1,"Y","Pashto, Northern","Islam",0.000,0.000,"South Asia Muslim - Pashtun","South Asian Peoples","UZ_14256_107909"
16963,"Persian",60.6366,41.5591,"Urganch","Uzbekistan",100367399,100367406,100367499,NULL,NULL,NULL,34000,1,"Y","Persian, Iranian","Islam",0.500,0.200,"Persian","Persian-Median","UZ_14371_107987"
16964,"Polish",69.2341,41.3532,"Toshkent","Uzbekistan",100367399,100367412,100367570,NULL,NULL,NULL,3300,3,"N","Polish","Christianity",90.000,0.300,"Slav, Western","Eurasian Peoples","UZ_14431_108096"
16965,"Russian",69.2375,41.3229,"Tashkent City","Uzbekistan",100367399,100367413,100367574,NULL,NULL,NULL,750000,3,"N","Russian","Christianity",68.000,1.570,"Slav, Eastern","Eurasian Peoples","UZ_14598_108452"
16966,"South Asian, general",69.2225,41.2477,"Tashkent City","Uzbekistan",100367399,100367413,100367574,NULL,NULL,NULL,1300,1,"Y","Hindi","Hinduism",1.000,0.000,"South Asia - other","South Asian Peoples","UZ_19211_115527"
16967,"Tabasaran",59.5939,42.4373,"Xo‘jayli","Uzbekistan",100367399,100367404,100367480,NULL,NULL,NULL,800,1,"Y","Tabasaran","Islam",0.000,0.000,"Caucasus","Eurasian Peoples","UZ_15158_109671"
16968,"Tajik",67.2904,39.0751,"Shahrisabz","Uzbekistan",100367399,100367405,100367491,NULL,NULL,NULL,1596000,1,"Y","Tajik","Islam",0.100,0.065,"Tajik","Persian-Median","UZ_15201_109733"
16969,"Tatar",66.2468,39.9173,"Kattaqo‘rg‘on","Uzbekistan",100367399,100367409,100367526,NULL,NULL,NULL,479000,1,"Y","Tatar","Islam",0.300,0.150,"Ural-Siberian","Turkic Peoples","UZ_15284_109874"
16970,"Tatar, Crimean",65.5078,40.1222,"Navbahor","Uzbekistan",100367399,100367408,100367517,NULL,NULL,NULL,177000,1,"Y","Crimean Tatar","Islam",0.000,0.000,"Ural-Siberian","Turkic Peoples","UZ_11434_102312"
16971,"Tatar, Khakass",69.3035,41.3871,"Toshkent","Uzbekistan",100367399,100367412,100367570,NULL,NULL,NULL,500,3,"N","Khakas","Christianity",55.000,1.000,"Ural-Siberian","Turkic Peoples","UZ_18884_114826"
16972,"Tatar, Shorian",69.3562,41.3923,"Toshkent","Uzbekistan",100367399,100367412,100367570,NULL,NULL,NULL,500,2,"N","Shor","Ethnic Religions",28.000,2.000,"Ural-Siberian","Turkic Peoples","UZ_14918_108961"
16973,"Turk",69.3265,41.3306,"Toshkent","Uzbekistan",100367399,100367412,100367570,NULL,NULL,NULL,144000,1,"Y","Turkish","Islam",0.000,0.000,"Turkish","Turkic Peoples","UZ_18274_113818"
16974,"Turk, Meskhetian",69.2173,41.2514,"Tashkent City","Uzbekistan",100367399,100367413,100367574,NULL,NULL,NULL,1200,1,"Y","Uzbek, Northern","Islam",0.000,0.000,"Turkish","Turkic Peoples","UZ_20631_115687"
16975,"Turkmen",59.6028,42.4616,"Xo‘jayli","Uzbekistan",100367399,100367404,100367480,NULL,NULL,NULL,149000,1,"Y","Turkmen","Islam",0.050,0.000,"Turkmen","Turkic Peoples","UZ_15654_110306"
16976,"Udmurt",69.2112,41.2962,"Tashkent City","Uzbekistan",100367399,100367413,100367574,NULL,NULL,NULL,4200,3,"N","Udmurt","Christianity",58.000,1.000,"Finno-Ugric","Eurasian Peoples","UZ_15686_110362"
16977,"Ukrainian",69.2633,41.2741,"Tashkent City","Uzbekistan",100367399,100367413,100367574,NULL,NULL,NULL,49000,4,"N","Ukrainian","Christianity",79.000,3.800,"Slav, Eastern","Eurasian Peoples","UZ_15696_110376"
16978,"Uyghur",71.7293,40.4621,"Toshloq","Uzbekistan",100367399,100367402,100367451,NULL,NULL,NULL,48000,1,"Y","Uyghur","Islam",0.000,0.000,"Uyghur","Turkic Peoples","UZ_15755_110469"
16979,"Uzbek, Northern",68.367,38.1793,"n.a. ( 223)","Tajikistan",100350531,100350536,100350589,100350917,NULL,NULL,27199000,1,"Y","Uzbek, Northern","Islam",0.020,0.011,"Uzbek","Turkic Peoples","UZ_14039_107469"
16980,"Ahamb",167.707,-16.4956,"South Malekula","Vanuatu",100379914,100379915,100379928,NULL,NULL,NULL,1200,5,"N","Axamb","Christianity",94.000,45.000,"Vanuatu","Pacific Islanders","NH_10190_100134"
16981,"Akei",166.773,-15.5021,"South Santo","Vanuatu",100379914,100379917,100379948,NULL,NULL,NULL,1700,5,"N","Akei","Christianity",97.000,45.000,"Vanuatu","Pacific Islanders","NH_10222_100184"
16982,"Ambae, East",167.9,-15.3471,"North Ambae","Vanuatu",100379914,100379916,100379934,NULL,NULL,NULL,7800,5,"N","Ambae, East","Christianity",95.000,41.000,"Vanuatu","Pacific Islanders","NH_10272_100260"
16983,"Ambae, West",167.798,-15.4317,"South Ambae","Vanuatu",100379914,100379916,100379937,NULL,NULL,NULL,13000,5,"N","Ambae, West","Christianity",98.000,45.000,"Vanuatu","Pacific Islanders","NH_10273_100261"
16984,"Amblong",166.944,-15.508,"South Santo","Vanuatu",100379914,100379917,100379948,NULL,NULL,NULL,400,5,"N","Amblong","Christianity",96.000,39.000,"Vanuatu","Pacific Islanders","NH_10282_100272"
16985,"Ambrym Islanders, North",168.147,-16.183,"North Ambrym","Vanuatu",100379914,100379915,100379922,NULL,NULL,NULL,8200,5,"N","Ambrym, North","Christianity",90.000,43.000,"Vanuatu","Pacific Islanders","NH_13977_107397"
16986,"Ambrym, Southeast",168.201,-16.3072,"South East Ambrym","Vanuatu",100379914,100379915,100379926,NULL,NULL,NULL,5800,5,"N","Ambrym, Southeast","Christianity",95.000,43.000,"Vanuatu","Pacific Islanders","NH_10286_100276"
16987,"Aneityumese",169.825,-20.1887,"Aneityum","Vanuatu",100379914,100379919,100379969,NULL,NULL,NULL,1400,5,"N","Aneityum","Christianity",95.000,45.000,"Vanuatu","Pacific Islanders","NH_10315_100339"
16988,"Anglo-Australian",168.312,-17.7283,"Port Vila","Vanuatu",100379914,100379918,100379963,NULL,NULL,NULL,2700,5,"N","English","Christianity",70.000,22.000,"Anglo-Celt","Eurasian Peoples","NH_10326_100354"
16989,"Aulua Bay",167.691,-16.3516,"South East Malekula","Vanuatu",100379914,100379915,100379927,NULL,NULL,NULL,1400,5,"N","Aulua","Christianity",98.000,45.000,"Vanuatu","Pacific Islanders","NH_10488_100618"
16990,"Baetora",168.161,-15.2609,"South Maewo","Vanuatu",100379914,100379916,100379938,NULL,NULL,NULL,2100,5,"N","Baetora","Christianity",97.000,46.000,"Vanuatu","Pacific Islanders","NH_10553_100727"
16991,"Baiap",168.008,-16.2693,"West Ambrym","Vanuatu",100379914,100379915,100379930,NULL,NULL,NULL,1900,5,"N","Daakaka","Christianity",94.000,45.000,"Vanuatu","Pacific Islanders","NH_10574_100777"
16992,"Baki",168.164,-16.7089,"Vermaul","Vanuatu",100379914,100379918,100379967,NULL,NULL,NULL,600,5,"N","Baki","Christianity",100.000,44.000,"Vanuatu","Pacific Islanders","NH_10592_100820"
16993,"Bierebo",168.156,-16.6697,"Vermali","Vanuatu",100379914,100379918,100379966,NULL,NULL,NULL,1300,5,"N","Bierebo","Christianity",89.000,46.000,"Vanuatu","Pacific Islanders","NH_10835_101420"
16994,"Bieria",168.232,-16.7867,"Vermaul","Vanuatu",100379914,100379918,100379967,NULL,NULL,NULL,100,4,"N","Bieria","Christianity",85.000,7.000,"Polynesian","Pacific Islanders","NH_20753_117088"
16995,"Big Nambas",167.235,-16.0859,"North West Malekula","Vanuatu",100379914,100379915,100379924,NULL,NULL,NULL,5300,5,"N","V'enen Taut","Christianity",93.000,42.000,"Vanuatu","Pacific Islanders","NH_13934_107055"
16996,"Burmbar",167.734,-16.4064,"South Malekula","Vanuatu",100379914,100379915,100379928,NULL,NULL,NULL,1400,5,"N","Banam Bay","Christianity",90.000,46.000,"Vanuatu","Pacific Islanders","NH_11028_101775"
16997,"Butmas-Tur",167.034,-15.3291,"South East Santo","Vanuatu",100379914,100379917,100379947,NULL,NULL,NULL,1300,5,"N","Butmas-Tur","Christianity",90.000,41.000,"Vanuatu","Pacific Islanders","NH_11048_101810"
16998,"Craig Cove",168.008,-16.2318,"West Ambrym","Vanuatu",100379914,100379915,100379930,NULL,NULL,NULL,1900,5,"N","Lonwolwol","Christianity",91.000,46.000,"Vanuatu","Pacific Islanders","NH_11430_102307"
